created_at,comment_uuid,type,entity_uuid,user_id,sort_key,movie_name,lang,parent_uuid,replies,text,updated_at,reply_count,comment_id,spoiler_count,image,report_count,entity_type,tenant,inappropriate_count,uuid,is_spoiler,like_count,expires_at,last_read
,,,e5bc80ca-4c1d-49dc-b88d-0b09c3cdf83e,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1738076423867272,1735484423867272
,,,36b69f6d-6421-4a0f-8976-3308f7e8d232,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1743161720445088,1740569720445088
,,,d71cfc66-8323-4080-b9fe-30043e066cf3,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1738634429886867,1736042429886867
,,,6da13b9e-61f1-4466-b697-2bc76b5db25e,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1733212662214840,1730620662214840
,,,6108253f-3616-45aa-9b1d-4d3c47ea06aa,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1741465794355487,1738873794355487
,,,61fe421a-6a8d-4b3a-a7d8-70d13425383a,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1761402250452633,1758810250452633
,,,c245a2d2-ef54-4aee-8954-cf2f4ea74080,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1740468045640305,1737876045640305
,,,1f2963f9-04f9-4cdc-a90f-40e78eb729f4,75184478,user-read-75184478,Ti Saddhya Kay Karte,,,,,,,,,,,,,,,,,1750621466197467,1748029466197467
,,,9adb5ec5-a5c7-4cc8-8b10-b69f8944bfbf,75184478,user-read-75184478,Oppenheimer,,,,,,,,,,,,,,,,,1736071292270845,1733479292270845
,,,e29f3c56-443f-498e-b675-8934537522be,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1733454610953295,1730862610953296
,,,67ed92a7-557e-4c1c-b62e-ee9fa5af7f35,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1733509248764559,1730917248764559
,,,60c8f3fb-30e7-49a1-9198-38aeeef67bd0,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1729172201020992,1726580201020992
,,,f03ded3d-7d8f-44ee-b955-cc34b1cdd1de,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1730535354190799,1727943354190799
,,,bedd41de-1b16-457d-bbf9-da085530d3ee,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1731696817974042,1729104817974042
,,,d8c27550-89eb-45d0-90bf-4731b5a1b218,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1738073407586154,1735481407586155
,,,38ca860f-1353-4152-b627-937173871191,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1729436830867093,1726844830867093
,,,10687e84-4be5-4dab-83c7-fe2c27048a70,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1742245992358413,1739653992358413
